protein,degree,eigenvector,katz,page rank,betweenness,subgraph,closeness
188,26.0,0.04518220358681457,0.0581557946927577,0.004490034449857818,0.008109335360598349,3917268602.7844334,0.45454545454545453
189,13.0,0.025256823002662517,0.05808017882918676,0.0015218045857600744,0.002144142039934098,1223064377.570781,0.41086350974930363
190,34.0,0.07928116187038722,0.05820235491555285,0.004188534463269973,0.009104212665614186,12050173135.19707,0.48519736842105265
191,7.0,0.004338509314606192,0.058045227166311296,0.0036982048614917135,0.0027795636221114983,36113846.372821815,0.3329571106094808
192,26.0,0.04931359355880131,0.05815578485634017,0.002984984208677669,0.006361170993157751,4663910504.584634,0.4573643410852713
193,10.0,0.022012353444182817,0.05806276406425108,0.002294257976055895,0.0003871366135922928,928947336.6403477,0.4091539528432732
194,46.0,0.13626943593376092,0.05827219205557806,0.0075267437714148,0.011804200723946194,35620915884.0487,0.47811993517017826
195,38.0,0.1200370106099112,0.05822569531329078,0.006739065192952987,0.006971295568766371,27631787740.315994,0.4828150572831424
196,7.0,0.020865386699626558,0.05804530749181469,0.0011264077038188164,0.0004592164678413728,834835585.3712867,0.37772087067861715
197,19.0,0.03878524320840594,0.05811506358238129,0.0021822620015884294,0.007246568966084405,2884377577.144959,0.44095665171898357
198,32.0,0.09529926005323314,0.05819074827233667,0.004054410383935859,0.006602959235037986,17421484056.59472,0.456656346749226
199,17.0,0.0356586115572088,0.05810344464909564,0.002065828859477989,0.01354517266242521,2437718230.668865,0.44561933534743203
200,19.0,0.05754486194685094,0.058115142181900246,0.0022621838121497963,0.0022326344763043205,6348897120.430773,0.44561933534743203
201,10.0,0.01743938053747698,0.05806273730522789,0.0017529144111444362,0.0010203795808106408,583324200.2524171,0.4030054644808743
202,19.0,0.03680716457262643,0.05811506534705479,0.0030008096253892527,0.004124770570577342,2597641107.746263,0.4244604316546763
203,9.0,0.022169788194322387,0.05805694734265578,0.0021847488507164407,0.00047131556992943035,942279302.1057394,0.41086350974930363
